id,timestamp,hour,district_id,population_index,consumption_heat,metro_passengers,active_businesses,weather,special_event,date,time
83,2025-11-11 09:00:00,9,2,8565,7196.54,5979,611,多云,,2025-11-11,09:00:00
84,2025-11-11 09:00:00,9,3,2498,2672.2,5088,840,多云,,2025-11-11,09:00:00
85,2025-11-11 09:00:00,9,4,7945,6740.86,8056,756,小雨,,2025-11-11,09:00:00
86,2025-11-11 09:00:00,9,5,3738,4193.46,12517,2235,小雨,,2025-11-11,09:00:00
87,2025-11-11 09:00:00,9,6,1936,1594.39,10058,1192,晴天,,2025-11-11,09:00:00
88,2025-11-11 09:00:00,9,7,2797,3323.08,15463,1832,阴天,,2025-11-11,09:00:00
89,2025-11-11 09:00:00,9,8,6518,9547.3,6669,1496,小雨,,2025-11-11,09:00:00
90,2025-11-11 09:00:00,9,9,6107,5631.51,5865,2897,小雨,,2025-11-11,09:00:00
91,2025-11-11 10:00:00,10,1,3173,2614.9,14874,904,多云,,2025-11-11,10:00:00
92,2025-11-11 10:00:00,10,2,4021,6007.53,12450,941,小雨,,2025-11-11,10:00:00
93,2025-11-11 10:00:00,10,3,1693,2224.76,11295,2952,多云,,2025-11-11,10:00:00
94,2025-11-11 10:00:00,10,4,1951,2779.34,9151,1829,阴天,,2025-11-11,10:00:00
95,2025-11-11 10:00:00,10,5,7813,11429.37,7453,2931,晴天,演唱会,2025-11-11,10:00:00
96,2025-11-11 10:00:00,10,6,5049,4375.4,18762,1901,晴天,,2025-11-11,10:00:00
97,2025-11-11 10:00:00,10,7,8334,10600.36,5418,1825,阴天,,2025-11-11,10:00:00
98,2025-11-11 10:00:00,10,8,9197,8178.42,8507,2487,小雨,,2025-11-11,10:00:00
99,2025-11-11 10:00:00,10,9,2594,3276.68,19786,1043,小雨,,2025-11-11,10:00:00
100,2025-11-11 11:00:00,11,1,2632,2836.12,17172,899,阴天,,2025-11-11,11:00:00
101,2025-11-11 11:00:00,11,2,1537,1937.86,11620,2670,阴天,,2025-11-11,11:00:00
102,2025-11-11 11:00:00,11,3,5310,5114.32,10487,1436,多云,,2025-11-11,11:00:00
103,2025-11-11 11:00:00,11,4,7309,8797.17,7268,957,阴天,,2025-11-11,11:00:00
104,2025-11-11 11:00:00,11,5,6904,10284.45,9915,1464,阴天,,2025-11-11,11:00:00
105,2025-11-11 11:00:00,11,6,2539,2991.48,12587,2448,小雨,,2025-11-11,11:00:00
106,2025-11-11 11:00:00,11,7,2510,3360.77,11559,2177,多云,,2025-11-11,11:00:00
107,2025-11-11 11:00:00,11,8,6202,8419.56,10597,1720,多云,,2025-11-11,11:00:00
108,2025-11-11 11:00:00,11,9,1117,1663.28,10102,1330,多云,,2025-11-11,11:00:00
109,2025-11-11 12:00:00,12,1,6093,7069.07,9182,2404,阴天,,2025-11-11,12:00:00
110,2025-11-11 12:00:00,12,2,2255,2254.93,13825,581,晴天,,2025-11-11,12:00:00
111,2025-11-11 12:00:00,12,3,1919,2220.17,6333,1848,阴天,,2025-11-11,12:00:00
112,2025-11-11 12:00:00,12,4,4539,4552.07,16826,1597,小雨,,2025-11-11,12:00:00
113,2025-11-11 12:00:00,12,5,7961,10005.92,19774,1682,小雨,,2025-11-11,12:00:00
114,2025-11-11 12:00:00,12,6,6053,6256.69,19607,2947,阴天,,2025-11-11,12:00:00
115,2025-11-11 12:00:00,12,7,6447,9187.07,7309,2846,晴天,,2025-11-11,12:00:00
116,2025-11-11 12:00:00,12,8,9884,13630.39,18620,589,小雨,,2025-11-11,12:00:00
117,2025-11-11 12:00:00,12,9,2618,3030.93,15564,2850,多云,,2025-11-11,12:00:00
118,2025-11-11 13:00:00,13,1,1691,1626.37,18340,1490,小雨,,2025-11-11,13:00:00
119,2025-11-11 13:00:00,13,2,10206,12957.98,5950,1565,小雨,,2025-11-11,13:00:00
120,2025-11-11 13:00:00,13,3,2081,1878.91,6872,1235,晴天,节日活动,2025-11-11,13:00:00
121,2025-11-11 13:00:00,13,4,7272,9113.91,15592,956,晴天,,2025-11-11,13:00:00
122,2025-11-11 13:00:00,13,5,10286,8275.5,19558,1299,多云,,2025-11-11,13:00:00
123,2025-11-11 13:00:00,13,6,11540,14562.39,15775,2226,阴天,,2025-11-11,13:00:00
124,2025-11-11 13:00:00,13,7,4873,6366.07,9310,1496,小雨,,2025-11-11,13:00:00
125,2025-11-11 13:00:00,13,8,1603,1940.53,12116,1891,多云,,2025-11-11,13:00:00
126,2025-11-11 13:00:00,13,9,8187,7122.73,10777,1671,小雨,,2025-11-11,13:00:00
127,2025-11-11 14:00:00,14,1,2903,4161.53,13768,651,多云,,2025-11-11,14:00:00
128,2025-11-11 14:00:00,14,2,4415,4101.75,15178,2468,阴天,,2025-11-11,14:00:00
129,2025-11-11 14:00:00,14,3,3237,3895.29,5628,1170,阴天,,2025-11-11,14:00:00
130,2025-11-11 14:00:00,14,4,7278,6186.61,10850,856,阴天,,2025-11-11,14:00:00
131,2025-11-11 14:00:00,14,5,6013,8794.34,15825,1624,阴天,,2025-11-11,14:00:00
132,2025-11-11 14:00:00,14,6,4651,4778.73,6153,2927,小雨,,2025-11-11,14:00:00
133,2025-11-11 14:00:00,14,7,8613,10613.91,8193,2882,小雨,,2025-11-11,14:00:00
134,2025-11-11 14:00:00,14,8,6847,7340.8,12917,2305,阴天,,2025-11-11,14:00:00
135,2025-11-11 14:00:00,14,9,1606,2290.05,10342,581,多云,,2025-11-11,14:00:00
136,2025-11-11 15:00:00,15,1,11072,9720.92,6291,2596,阴天,,2025-11-11,15:00:00
137,2025-11-11 15:00:00,15,2,4049,4830.52,5990,2069,小雨,,2025-11-11,15:00:00
138,2025-11-11 15:00:00,15,3,5287,7921.84,10650,2476,晴天,,2025-11-11,15:00:00
139,2025-11-11 15:00:00,15,4,2459,3256.64,19669,1114,多云,,2025-11-11,15:00:00
140,2025-11-11 15:00:00,15,5,5841,8708.01,5513,2505,小雨,,2025-11-11,15:00:00
141,2025-11-11 15:00:00,15,6,1596,2154.92,19428,1841,阴天,,2025-11-11,15:00:00
142,2025-11-11 15:00:00,15,7,7542,7603.18,9831,1582,多云,,2025-11-11,15:00:00
143,2025-11-11 15:00:00,15,8,4444,3622.85,16884,2460,晴天,,2025-11-11,15:00:00
144,2025-11-11 15:00:00,15,9,4980,5185.38,15891,2178,多云,,2025-11-11,15:00:00
145,2025-11-11 16:00:00,16,1,6719,7201.97,10007,1347,多云,,2025-11-11,16:00:00
146,2025-11-11 16:00:00,16,2,2654,2575.19,15773,1261,阴天,,2025-11-11,16:00:00
147,2025-11-11 16:00:00,16,3,2321,1933.7,6987,1789,小雨,,2025-11-11,16:00:00
148,2025-11-11 16:00:00,16,4,10552,9572.92,14947,780,阴天,,2025-11-11,16:00:00
149,2025-11-11 16:00:00,16,5,9272,9253.79,5108,802,阴天,,2025-11-11,16:00:00
150,2025-11-11 16:00:00,16,6,2339,3145.96,6276,1416,晴天,,2025-11-11,16:00:00
151,2025-11-11 16:00:00,16,7,7594,8879.51,12465,815,阴天,,2025-11-11,16:00:00
152,2025-11-11 16:00:00,16,8,5632,6396.48,12791,2645,晴天,,2025-11-11,16:00:00
153,2025-11-11 16:00:00,16,9,3827,3666.55,11810,2742,阴天,,2025-11-11,16:00:00
154,2025-11-11 17:00:00,17,1,10162,13218.52,8326,1856,多云,,2025-11-11,17:00:00
155,2025-11-11 17:00:00,17,2,4425,4753.72,15469,2985,晴天,,2025-11-11,17:00:00
156,2025-11-11 17:00:00,17,3,13427,12488.35,15086,2936,阴天,,2025-11-11,17:00:00
157,2025-11-11 17:00:00,17,4,11786,17206.35,13595,950,阴天,,2025-11-11,17:00:00
158,2025-11-11 17:00:00,17,5,7290,10666.81,15917,771,小雨,,2025-11-11,17:00:00
159,2025-11-11 17:00:00,17,6,14922,19978.4,12165,1631,阴天,,2025-11-11,17:00:00
160,2025-11-11 17:00:00,17,7,9276,11422.26,5686,2737,晴天,,2025-11-11,17:00:00
161,2025-11-11 17:00:00,17,8,6975,8503.37,6326,1287,阴天,,2025-11-11,17:00:00
162,2025-11-11 17:00:00,17,9,3516,3822.86,16941,1471,多云,,2025-11-11,17:00:00
163,2025-11-11 18:00:00,18,1,9227,12261.6,11406,885,晴天,,2025-11-11,18:00:00
164,2025-11-11 18:00:00,18,2,14094,15851.29,12932,1055,小雨,,2025-11-11,18:00:00
165,2025-11-11 18:00:00,18,3,4366,4832.28,12263,643,多云,,2025-11-11,18:00:00
166,2025-11-11 18:00:00,18,4,9517,12658.69,16754,2746,阴天,,2025-11-11,18:00:00
167,2025-11-11 18:00:00,18,5,3979,4561.3,17532,1573,小雨,,2025-11-11,18:00:00
168,2025-11-11 18:00:00,18,6,6219,8846.99,5947,716,多云,,2025-11-11,18:00:00
169,2025-11-11 18:00:00,18,7,7238,7551.26,14030,558,小雨,,2025-11-11,18:00:00
170,2025-11-11 18:00:00,18,8,11817,16376.19,8856,620,阴天,,2025-11-11,18:00:00
171,2025-11-11 18:00:00,18,9,3310,4140.33,6022,2721,阴天,,2025-11-11,18:00:00
172,2025-11-11 19:00:00,19,1,16716,17559.04,11782,554,小雨,,2025-11-11,19:00:00
173,2025-11-11 19:00:00,19,2,4583,6235.93,6047,1145,多云,,2025-11-11,19:00:00
174,2025-11-11 19:00:00,19,3,16909,14429.44,9900,898,晴天,,2025-11-11,19:00:00
175,2025-11-11 19:00:00,19,4,13424,15132.02,15873,1991,晴天,,2025-11-11,19:00:00
176,2025-11-11 19:00:00,19,5,8299,8578.56,8151,979,多云,,2025-11-11,19:00:00
177,2025-11-11 19:00:00,19,6,7575,8618.14,10413,1459,多云,,2025-11-11,19:00:00
178,2025-11-11 19:00:00,19,7,8106,8345.83,5216,1355,晴天,,2025-11-11,19:00:00
179,2025-11-11 19:00:00,19,8,4712,6363.89,9875,1036,阴天,,2025-11-11,19:00:00
180,2025-11-11 19:00:00,19,9,9693,11736.54,13472,1100,阴天,,2025-11-11,19:00:00
181,2025-11-11 20:00:00,20,1,11378,13875.21,16283,2584,阴天,,2025-11-11,20:00:00
182,2025-11-11 20:00:00,20,2,16940,17733.19,10106,2792,多云,,2025-11-11,20:00:00
183,2025-11-11 20:00:00,20,3,14055,13983.88,13901,1091,阴天,,2025-11-11,20:00:00
184,2025-11-11 20:00:00,20,4,10652,15394.49,10226,2029,多云,,2025-11-11,20:00:00
185,2025-11-11 20:00:00,20,5,15805,22905.2,11967,2816,阴天,,2025-11-11,20:00:00
186,2025-11-11 20:00:00,20,6,2049,1843.58,12680,2648,阴天,,2025-11-11,20:00:00
187,2025-11-11 20:00:00,20,7,4415,6391.21,11081,2346,小雨,,2025-11-11,20:00:00
188,2025-11-11 20:00:00,20,8,3253,4106.45,12207,2185,多云,,2025-11-11,20:00:00
189,2025-11-11 20:00:00,20,9,6086,7590.53,11258,1267,阴天,,2025-11-11,20:00:00
190,2025-11-11 21:00:00,21,1,9473,9092.56,14925,1192,阴天,,2025-11-11,21:00:00
191,2025-11-11 21:00:00,21,2,8420,9473.88,15438,1608,小雨,,2025-11-11,21:00:00
192,2025-11-11 21:00:00,21,3,6307,6443.41,15809,2314,晴天,,2025-11-11,21:00:00
193,2025-11-11 21:00:00,21,4,12115,14709.87,9798,736,多云,体育赛事,2025-11-11,21:00:00
194,2025-11-11 21:00:00,21,5,2510,2869.37,17770,2237,多云,,2025-11-11,21:00:00
195,2025-11-11 21:00:00,21,6,16583,19197.33,9334,2974,多云,,2025-11-11,21:00:00
196,2025-11-11 21:00:00,21,7,9909,9696.01,19478,2062,晴天,,2025-11-11,21:00:00
197,2025-11-11 21:00:00,21,8,11301,14265.8,14361,1417,多云,,2025-11-11,21:00:00
198,2025-11-11 21:00:00,21,9,6983,6907.86,14318,1950,小雨,,2025-11-11,21:00:00
199,2025-11-11 22:00:00,22,1,13645,13870.33,17109,1635,小雨,,2025-11-11,22:00:00
200,2025-11-11 22:00:00,22,2,7370,6357.44,5058,2032,多云,,2025-11-11,22:00:00
201,2025-11-11 22:00:00,22,3,10782,12232.01,14272,1222,晴天,,2025-11-11,22:00:00
202,2025-11-11 22:00:00,22,4,9277,7886.16,14924,2983,阴天,,2025-11-11,22:00:00
203,2025-11-11 22:00:00,22,5,3392,4082.68,19661,2107,晴天,,2025-11-11,22:00:00
204,2025-11-11 22:00:00,22,6,11806,9816.63,10479,1957,阴天,,2025-11-11,22:00:00
205,2025-11-11 22:00:00,22,7,10615,13653.25,7963,2259,阴天,,2025-11-11,22:00:00
206,2025-11-11 22:00:00,22,8,6438,8277.75,10182,1932,小雨,,2025-11-11,22:00:00
207,2025-11-11 22:00:00,22,9,1816,2290.23,11964,2880,阴天,演唱会,2025-11-11,22:00:00
208,2025-11-11 23:00:00,23,1,4234,5109.9,17527,1414,阴天,,2025-11-11,23:00:00
209,2025-11-11 23:00:00,23,2,9937,11162.53,10631,2793,多云,,2025-11-11,23:00:00
210,2025-11-11 23:00:00,23,3,10732,12987.1,14390,2470,小雨,,2025-11-11,23:00:00
211,2025-11-11 23:00:00,23,4,12965,16602.27,15554,1334,阴天,,2025-11-11,23:00:00
212,2025-11-11 23:00:00,23,5,7151,6824.83,7146,1676,阴天,,2025-11-11,23:00:00
213,2025-11-11 23:00:00,23,6,6038,5634.74,10982,1286,阴天,,2025-11-11,23:00:00
214,2025-11-11 23:00:00,23,7,3974,3276.23,7721,1920,阴天,,2025-11-11,23:00:00
215,2025-11-11 23:00:00,23,8,10318,13454.88,11502,906,多云,,2025-11-11,23:00:00
216,2025-11-11 23:00:00,23,9,5384,6491.25,19784,2017,晴天,,2025-11-11,23:00:00
217,2025-11-10 00:00:00,0,1,6885,6876.5,1338,796,阴天,,2025-11-10,00:00:00
218,2025-11-10 00:00:00,0,2,2710,3930.48,1580,2132,阴天,,2025-11-10,00:00:00
219,2025-11-10 00:00:00,0,3,5169,6877.28,1166,1903,小雨,,2025-11-10,00:00:00
220,2025-11-10 00:00:00,0,4,2128,1896.34,1439,2401,晴天,体育赛事,2025-11-10,00:00:00
221,2025-11-10 00:00:00,0,5,5534,8274.76,1018,704,小雨,,2025-11-10,00:00:00
222,2025-11-10 00:00:00,0,6,6684,8920.74,1115,746,阴天,,2025-11-10,00:00:00
223,2025-11-10 00:00:00,0,7,1418,1788.61,1281,1583,小雨,,2025-11-10,00:00:00
224,2025-11-10 00:00:00,0,8,6660,9277.36,1735,2766,多云,,2025-11-10,00:00:00
225,2025-11-10 00:00:00,0,9,4510,6017.03,1887,1941,多云,,2025-11-10,00:00:00
226,2025-11-10 01:00:00,1,1,7743,7755.1,481,1163,多云,,2025-11-10,01:00:00
227,2025-11-10 01:00:00,1,2,5108,7475.18,1481,2250,小雨,,2025-11-10,01:00:00
228,2025-11-10 01:00:00,1,3,4982,6812.5,446,2000,阴天,,2025-11-10,01:00:00
229,2025-11-10 01:00:00,1,4,1252,1366.94,1108,1961,小雨,,2025-11-10,01:00:00
230,2025-11-10 01:00:00,1,5,3833,4740.44,955,2019,晴天,,2025-11-10,01:00:00
231,2025-11-10 01:00:00,1,6,4780,7151.54,1456,1035,晴天,,2025-11-10,01:00:00
232,2025-11-10 01:00:00,1,7,6544,8014.29,464,1613,晴天,,2025-11-10,01:00:00
233,2025-11-10 01:00:00,1,8,4668,4618.04,882,2484,阴天,,2025-11-10,01:00:00
234,2025-11-10 01:00:00,1,9,3580,5361.47,1608,2792,小雨,,2025-11-10,01:00:00
235,2025-11-10 02:00:00,2,1,5065,6707.83,914,1730,晴天,,2025-11-10,02:00:00
236,2025-11-10 02:00:00,2,2,6903,6673.21,1618,1021,阴天,,2025-11-10,02:00:00
237,2025-11-10 02:00:00,2,3,1511,1639.63,1237,784,多云,,2025-11-10,02:00:00
238,2025-11-10 02:00:00,2,4,6166,7971.95,1266,2694,晴天,,2025-11-10,02:00:00
239,2025-11-10 02:00:00,2,5,6249,5624.93,261,1522,阴天,,2025-11-10,02:00:00
240,2025-11-10 02:00:00,2,6,3216,3190.24,624,1962,阴天,,2025-11-10,02:00:00
241,2025-11-10 02:00:00,2,7,3630,3966.78,1886,1244,多云,,2025-11-10,02:00:00
242,2025-11-10 02:00:00,2,8,3444,4113.16,1200,1177,小雨,,2025-11-10,02:00:00
243,2025-11-10 02:00:00,2,9,5985,5274.08,1038,1568,多云,,2025-11-10,02:00:00
244,2025-11-10 03:00:00,3,1,2118,2255.91,982,2244,阴天,,2025-11-10,03:00:00
245,2025-11-10 03:00:00,3,2,2850,3355.55,318,1517,阴天,,2025-11-10,03:00:00
246,2025-11-10 03:00:00,3,3,4246,3495.17,250,1008,多云,,2025-11-10,03:00:00
247,2025-11-10 03:00:00,3,4,6100,6382.59,548,2262,小雨,,2025-11-10,03:00:00
248,2025-11-10 03:00:00,3,5,4648,5258.53,951,1326,多云,,2025-11-10,03:00:00
249,2025-11-10 03:00:00,3,6,6109,6948.79,456,2183,多云,,2025-11-10,03:00:00
250,2025-11-10 03:00:00,3,7,1811,2065.56,1359,2526,晴天,,2025-11-10,03:00:00
251,2025-11-10 03:00:00,3,8,5468,5934.91,261,886,小雨,,2025-11-10,03:00:00
252,2025-11-10 03:00:00,3,9,2186,1841.47,1426,1779,多云,,2025-11-10,03:00:00
253,2025-11-10 04:00:00,4,1,6598,6575.69,703,2660,阴天,,2025-11-10,04:00:00
254,2025-11-10 04:00:00,4,2,2840,3558.67,1316,1817,多云,,2025-11-10,04:00:00
255,2025-11-10 04:00:00,4,3,2682,3428.92,1634,1397,小雨,,2025-11-10,04:00:00
256,2025-11-10 04:00:00,4,4,6883,9418.71,427,2480,多云,,2025-11-10,04:00:00
257,2025-11-10 04:00:00,4,5,6597,5769.92,640,2356,小雨,,2025-11-10,04:00:00
258,2025-11-10 04:00:00,4,6,3969,3960.56,1888,1454,多云,,2025-11-10,04:00:00
259,2025-11-10 04:00:00,4,7,1300,1612.72,1704,2126,多云,,2025-11-10,04:00:00
260,2025-11-10 04:00:00,4,8,4489,4913.06,1413,951,晴天,,2025-11-10,04:00:00
261,2025-11-10 04:00:00,4,9,5156,7373.08,1513,2798,多云,,2025-11-10,04:00:00
262,2025-11-10 05:00:00,5,1,6795,7643.25,1593,1759,晴天,,2025-11-10,05:00:00
263,2025-11-10 05:00:00,5,2,5830,5096.59,212,707,小雨,,2025-11-10,05:00:00
264,2025-11-10 05:00:00,5,3,1504,1424.64,1634,2477,多云,,2025-11-10,05:00:00
265,2025-11-10 05:00:00,5,4,3168,2660.93,467,2964,多云,,2025-11-10,05:00:00
266,2025-11-10 05:00:00,5,5,5654,5210.15,902,990,阴天,,2025-11-10,05:00:00
267,2025-11-10 05:00:00,5,6,5887,6601.5,1403,2290,小雨,,2025-11-10,05:00:00
268,2025-11-10 05:00:00,5,7,3082,3071.95,1674,1936,小雨,,2025-11-10,05:00:00
269,2025-11-10 05:00:00,5,8,3226,2924.41,1852,688,阴天,,2025-11-10,05:00:00
270,2025-11-10 05:00:00,5,9,4974,5123.81,695,1107,阴天,,2025-11-10,05:00:00
271,2025-11-10 06:00:00,6,1,5048,5161.41,11898,630,多云,,2025-11-10,06:00:00
272,2025-11-10 06:00:00,6,2,6637,7156.91,6954,2114,晴天,,2025-11-10,06:00:00
273,2025-11-10 06:00:00,6,3,2373,2473.31,18069,1935,晴天,,2025-11-10,06:00:00
274,2025-11-10 06:00:00,6,4,1309,1720.95,13762,2823,阴天,,2025-11-10,06:00:00
275,2025-11-10 06:00:00,6,5,3308,4640.26,10354,2468,多云,,2025-11-10,06:00:00
