id,name,brand_id,address,district_id,price_min,price_max,price_avg,rating,review_count,shop_type,business_hours,is_24h,open_date,status,coordinates_lng,coordinates_lat
38,南岸区老火锅,,南岸区296号,3,227,269,242,3.7,1829,网红店,10:00-23:00,False,2025-09-06,1,106.4837731,29.5800287
39,巴南区重庆老火锅,6,巴南区123号,9,40,95,61,4.2,127,社区店,10:00-23:00,False,2025-09-02,1,106.5607415,29.5518569
40,合川区地道火锅,9,合川区239号,13,211,283,234,4.6,1577,网红店,10:00-23:00,False,2024-05-08,1,106.576121,29.5921966
41,沙坪坝区老老火锅,10,沙坪坝区314号,4,82,132,105,4.6,3655,连锁,9:00-23:00,False,2021-11-13,1,106.5074851,29.5929194
42,渝北区重庆老火锅,3,渝北区274号,8,128,164,141,3.6,2420,连锁,9:00-23:00,False,2018-05-21,1,106.5642854,29.5117648
43,城口县地道火锅,,城口县280号,25,66,125,85,3.7,3716,社区店,9:00-23:00,False,2015-03-21,1,106.5310252,29.5075049
44,巴南区老老火锅,7,巴南区306号,9,99,148,115,4.5,4259,连锁,9:00-23:00,False,2014-04-26,1,106.5150487,29.5270817
45,沙坪坝区地道老火锅,,沙坪坝区472号,4,87,125,97,4.5,2960,老字号,00:00-24:00,True,2018-11-19,1,106.5518243,29.6158015
46,渝中区地道老火锅,8,渝中区35号,1,111,159,127,4.6,2378,网红店,10:00-23:00,False,2018-11-12,1,106.5701296,29.5831989
47,沙坪坝区地道火锅,9,沙坪坝区435号,4,129,173,145,3.6,3264,连锁,10:00-23:00,False,2016-02-11,1,106.473101,29.5689348
48,北碚区重庆老火锅,4,北碚区74号,7,90,139,102,3.6,3524,连锁,11:00-23:00,False,2014-06-29,1,106.5401738,29.5476671
49,梁平区重庆火锅,,梁平区211号,23,106,172,134,4.2,2555,连锁,11:00-23:00,False,2017-02-04,1,106.4643544,29.5473888
50,九龙坡区重庆火锅,7,九龙坡区360号,5,75,136,89,3.9,3286,老字号,10:00-23:00,False,2014-10-15,1,106.5249405,29.5815867
51,江津区重庆火锅,7,江津区354号,14,203,253,226,4.3,2652,网红店,11:00-23:00,False,2022-07-04,1,106.5554511,29.5595574
52,北碚区重庆火锅,10,北碚区410号,7,62,113,87,4.3,4959,老字号,11:00-23:00,False,2021-12-27,1,106.5719961,29.5759677
53,荣昌区重庆老火锅,,荣昌区44号,21,44,88,60,4.2,2540,社区店,11:00-23:00,False,2010-06-25,1,106.6106567,29.5789
54,渝北区老老火锅,1,渝北区86号,8,31,89,60,4.0,3918,社区店,9:00-23:00,False,2017-01-01,1,106.5653561,29.5367775
55,城口县地道老火锅,,城口县151号,25,135,170,147,3.5,4713,老字号,9:00-23:00,False,2010-02-07,1,106.5440711,29.5092731
56,巴南区老火锅,,巴南区107号,9,129,198,150,4.3,640,老字号,10:00-23:00,False,2019-12-18,1,106.5373769,29.5374801
57,云阳县地道火锅,,云阳县394号,29,189,243,204,4.5,2498,网红店,10:00-23:00,False,2025-08-28,1,106.5612985,29.5148441
58,綦江区地道老火锅,6,綦江区12号,16,118,157,136,3.9,1508,连锁,11:00-23:00,False,2019-04-20,1,106.5869615,29.5874005
59,巴南区老火锅,8,巴南区435号,9,116,162,136,4.2,2102,连锁,9:00-23:00,False,2024-09-04,1,106.559476,29.553903
60,大渡口区老老火锅,7,大渡口区236号,6,122,180,150,4.4,362,网红店,11:00-23:00,False,2013-10-30,1,106.5854901,29.5532126
61,江北区老老火锅,10,江北区392号,2,111,162,123,4.3,3114,连锁,9:00-23:00,False,2018-08-27,1,106.487696,29.5401553
62,九龙坡区老火锅,1,九龙坡区476号,5,72,111,88,4.0,3582,社区店,00:00-24:00,True,2014-10-17,1,106.6147383,29.5500289
63,江津区老老火锅,5,江津区439号,14,120,180,131,3.9,1514,老字号,9:00-23:00,False,2017-06-15,1,106.5427051,29.5823061
64,璧山区重庆老火锅,6,璧山区278号,18,37,88,65,4.1,3188,社区店,11:00-23:00,False,2025-07-02,1,106.4973662,29.5082695
65,渝北区老老火锅,,渝北区120号,8,95,141,121,4.4,1169,连锁,9:00-23:00,False,2016-08-31,1,106.5679778,29.5093482
66,渝中区地道老火锅,3,渝中区350号,1,62,123,89,3.9,4813,老字号,00:00-24:00,True,2016-11-08,1,106.5869055,29.5678442
67,梁平区地道火锅,3,梁平区88号,23,79,151,102,4.0,2809,连锁,9:00-23:00,False,2022-10-12,1,106.4899229,29.5372057
68,江北区地道老火锅,,江北区185号,2,66,115,83,4.3,101,社区店,11:00-23:00,False,2007-09-02,1,106.5778444,29.5462979
69,南岸区地道老火锅,10,南岸区429号,3,60,100,80,3.8,3275,社区店,10:00-23:00,False,2019-03-24,1,106.4606808,29.5630631
70,渝中区重庆火锅,10,渝中区247号,1,116,158,133,3.7,3945,老字号,11:00-23:00,False,2016-09-21,1,106.5818814,29.5774909
71,梁平区老火锅,7,梁平区191号,23,45,89,63,3.9,2304,社区店,9:00-23:00,False,2018-03-20,1,106.4617365,29.5354488
72,沙坪坝区地道老火锅,4,沙坪坝区262号,4,100,151,121,3.7,1683,网红店,10:00-23:00,False,2010-06-19,1,106.5483278,29.5846302
73,江北区老火锅,2,江北区45号,2,118,191,146,4.1,3308,老字号,11:00-23:00,False,2016-04-30,1,106.4956016,29.5195018
74,渝中区老老火锅,,渝中区199号,1,113,174,142,4.4,4168,连锁,9:00-23:00,False,2024-01-08,1,106.6396909,29.5780512
75,潼南区地道火锅,2,潼南区31号,20,79,143,95,4.3,980,老字号,9:00-23:00,False,2016-05-25,1,106.5819737,29.5787447
76,南岸区老老火锅,2,南岸区217号,3,75,140,92,4.4,3482,老字号,11:00-23:00,False,2010-10-17,1,106.4667629,29.5870017
77,大渡口区地道老火锅,,大渡口区75号,6,56,113,84,4.4,4683,社区店,00:00-24:00,True,2020-08-15,1,106.6020304,29.5736228
78,大渡口区地道火锅,8,大渡口区407号,6,94,161,119,3.6,2809,老字号,9:00-23:00,False,2020-10-26,1,106.5974169,29.5493171
79,南岸区地道火锅,2,南岸区308号,3,45,124,74,4.4,2940,社区店,9:00-23:00,False,2009-02-01,1,106.4810248,29.5731395
80,九龙坡区重庆火锅,6,九龙坡区402号,5,65,128,90,4.4,2340,社区店,9:00-23:00,False,2021-01-07,1,106.5901218,29.5566653
81,江津区重庆火锅,10,江津区142号,14,48,105,78,4.2,2772,社区店,11:00-23:00,False,2018-06-03,1,106.5476576,29.6122586
82,荣昌区地道火锅,,荣昌区365号,21,86,129,105,4.1,4058,老字号,10:00-23:00,False,2011-09-09,1,106.606008,29.5633418
83,九龙坡区老老火锅,4,九龙坡区176号,5,53,86,66,3.6,1579,社区店,10:00-23:00,False,2013-07-04,1,106.605172,29.5276268
84,渝北区重庆火锅,,渝北区110号,8,62,105,85,3.7,3000,社区店,9:00-23:00,False,2019-03-09,1,106.6103886,29.5555256
85,涪陵区重庆火锅,7,涪陵区480号,11,175,240,199,3.7,3159,网红店,10:00-23:00,False,2021-07-04,1,106.5387456,29.560416
86,江津区地道老火锅,10,江津区293号,14,43,103,63,4.2,4266,社区店,9:00-23:00,False,2006-05-30,1,106.5631156,29.618621
87,沙坪坝区重庆火锅,4,沙坪坝区418号,4,121,157,134,4.8,2958,连锁,11:00-23:00,False,2025-04-12,1,106.5146251,29.599674
88,渝北区重庆老火锅,2,渝北区212号,8,81,145,101,3.5,3109,老字号,11:00-23:00,False,2017-09-19,1,106.5852812,29.5798946
89,渝中区老老火锅,1,渝中区451号,1,73,118,98,4.7,896,老字号,10:00-23:00,False,2019-05-15,1,106.5516067,29.5722004
90,九龙坡区重庆老火锅,1,九龙坡区430号,5,57,133,87,3.9,3183,老字号,10:00-23:00,False,2019-06-01,1,106.5817524,29.5400322
91,渝北区老老火锅,4,渝北区242号,8,66,107,82,3.5,3950,老字号,9:00-23:00,False,2013-11-07,1,106.6037914,29.5206643
92,奉节县老老火锅,3,奉节县64号,30,95,159,125,3.8,3756,老字号,9:00-23:00,False,2021-05-16,1,106.6334458,29.5262828
93,大渡口区老老火锅,5,大渡口区441号,6,176,233,201,3.6,4033,网红店,10:00-23:00,False,2010-06-07,1,106.5971072,29.5516839
94,荣昌区重庆老火锅,1,荣昌区59号,21,109,178,131,4.8,460,老字号,11:00-23:00,False,2006-07-13,1,106.5674511,29.6085648
95,巫山县地道老火锅,1,巫山县145号,31,100,148,122,4.0,2791,连锁,9:00-23:00,False,2022-01-05,1,106.5957487,29.5776179
96,渝北区地道火锅,1,渝北区458号,8,78,141,91,3.5,3308,连锁,11:00-23:00,False,2017-11-10,1,106.547036,29.531948
97,巴南区老火锅,5,巴南区26号,9,63,120,90,4.4,2959,老字号,10:00-23:00,False,2018-12-02,1,106.5571542,29.5268945
98,开州区重庆火锅,10,开州区188号,22,179,244,208,4.5,3632,网红店,00:00-24:00,True,2017-08-22,1,106.5111552,29.5823364
99,九龙坡区地道老火锅,4,九龙坡区350号,5,118,181,136,4.0,1893,老字号,9:00-23:00,False,2006-02-19,1,106.5671416,29.5199101
100,九龙坡区重庆火锅,,九龙坡区43号,5,189,249,213,4.1,3184,网红店,11:00-23:00,False,2009-06-30,1,106.5758225,29.5860442
101,渝北区重庆火锅,9,渝北区88号,8,130,190,143,4.0,782,连锁,11:00-23:00,False,2016-09-23,1,106.5647928,29.5359237
102,九龙坡区老老火锅,,九龙坡区486号,5,130,180,145,4.1,905,老字号,9:00-23:00,False,2012-10-20,1,106.6164862,29.5475677
103,九龙坡区地道老火锅,,九龙坡区468号,5,74,139,97,3.7,585,老字号,10:00-23:00,False,2007-12-28,1,106.5583636,29.5166152
104,九龙坡区地道老火锅,8,九龙坡区320号,5,118,181,145,3.5,2299,老字号,10:00-23:00,False,2010-09-08,1,106.5707751,29.5168903
105,巴南区地道火锅,10,巴南区342号,9,170,211,183,4.1,4970,网红店,10:00-23:00,False,2007-01-13,1,106.5716884,29.538392
106,渝北区重庆火锅,,渝北区347号,8,62,112,90,4.6,1193,社区店,9:00-23:00,False,2010-03-13,1,106.5970015,29.5701147
107,北碚区重庆火锅,6,北碚区387号,7,72,119,83,4.2,2878,社区店,10:00-23:00,False,2024-03-01,1,106.5228659,29.5775807
108,江北区老火锅,5,江北区214号,2,160,216,175,4.8,3368,网红店,10:00-23:00,False,2022-04-05,1,106.5455974,29.5186802
109,九龙坡区地道火锅,4,九龙坡区282号,5,198,244,209,3.7,4111,网红店,11:00-23:00,False,2023-03-20,1,106.5840789,29.5737732
110,渝北区地道火锅,7,渝北区4号,8,198,276,228,3.7,1688,网红店,9:00-23:00,False,2024-04-27,1,106.6018728,29.5807959
111,江北区重庆老火锅,4,江北区480号,2,161,195,172,4.6,4656,网红店,10:00-23:00,False,2006-06-22,1,106.5134312,29.5498182
112,武隆区老火锅,,武隆区267号,24,120,162,140,3.8,1263,连锁,11:00-23:00,False,2017-04-15,1,106.5064038,29.5562981
113,九龙坡区重庆老火锅,9,九龙坡区377号,5,138,197,149,3.8,1764,老字号,9:00-23:00,False,2008-05-13,1,106.5670363,29.5408204
114,沙坪坝区重庆老火锅,2,沙坪坝区27号,4,67,124,84,4.4,956,老字号,00:00-24:00,True,2006-12-10,1,106.5291123,29.5695837
115,彭水县重庆火锅,,彭水县286号,36,129,168,148,4.6,4814,老字号,11:00-23:00,False,2025-04-27,1,106.5220397,29.5659
116,巴南区重庆老火锅,7,巴南区219号,9,108,153,123,3.9,3641,网红店,10:00-23:00,False,2013-09-07,1,106.5482674,29.5504015
117,巴南区老火锅,7,巴南区332号,9,45,106,73,3.9,3628,社区店,10:00-23:00,False,2015-05-09,1,106.5832312,29.5135637
118,大渡口区地道火锅,6,大渡口区267号,6,56,104,83,3.6,643,老字号,10:00-23:00,False,2006-11-23,1,106.6220406,29.5435801
119,南岸区地道火锅,7,南岸区443号,3,96,146,110,3.6,4191,连锁,10:00-23:00,False,2023-01-06,1,106.5412572,29.6102726
120,南岸区重庆老火锅,9,南岸区401号,3,117,173,144,4.1,4137,连锁,10:00-23:00,False,2007-03-05,1,106.528618,29.622676
121,江北区重庆老火锅,,江北区56号,2,67,129,87,4.5,885,老字号,10:00-23:00,False,2016-04-08,1,106.5208115,29.5673702
122,渝中区重庆老火锅,,渝中区406号,1,108,181,137,3.9,1763,网红店,9:00-23:00,False,2016-08-24,1,106.5665838,29.567539
123,九龙坡区重庆老火锅,9,九龙坡区473号,5,57,120,83,4.1,2740,社区店,11:00-23:00,False,2019-07-04,1,106.5561646,29.5894551
124,璧山区老火锅,10,璧山区254号,18,192,235,203,3.6,537,网红店,10:00-23:00,False,2006-10-28,1,106.5426441,29.5014527
125,江北区重庆老火锅,2,江北区127号,2,58,92,70,3.8,2695,社区店,9:00-23:00,False,2013-09-04,1,106.5697812,29.5203045
126,沙坪坝区重庆火锅,6,沙坪坝区155号,4,108,150,124,4.0,4898,老字号,11:00-23:00,False,2007-01-01,1,106.5531143,29.6374243
127,大渡口区老火锅,4,大渡口区275号,6,100,161,126,3.9,68,老字号,11:00-23:00,False,2011-06-20,1,106.63951,29.5116155
128,垫江县重庆老火锅,10,垫江县235号,27,80,140,104,3.8,3844,老字号,9:00-23:00,False,2010-07-03,1,106.5489742,29.5324937
129,南岸区重庆火锅,10,南岸区225号,3,128,197,149,4.1,3451,连锁,11:00-23:00,False,2016-03-08,1,106.5155113,29.5504438
130,武隆区老老火锅,9,武隆区298号,24,161,227,180,4.2,2657,网红店,9:00-23:00,False,2016-04-25,1,106.5465677,29.5631532
131,渝中区老老火锅,6,渝中区243号,1,129,164,141,3.8,1505,连锁,11:00-23:00,False,2012-11-17,1,106.611384,29.549628
132,大足区老火锅,7,大足区346号,17,61,106,86,3.9,581,连锁,10:00-23:00,False,2016-07-03,1,106.5215169,29.5648107
133,江北区老老火锅,8,江北区163号,2,70,143,97,4.3,1874,连锁,11:00-23:00,False,2024-08-14,1,106.5439297,29.563164
134,北碚区老火锅,,北碚区296号,7,68,109,82,3.6,826,社区店,11:00-23:00,False,2006-12-31,1,106.5746212,29.5958718
135,潼南区地道老火锅,9,潼南区35号,20,57,93,72,3.5,399,社区店,11:00-23:00,False,2015-11-19,1,106.5334312,29.5949482
136,武隆区重庆火锅,6,武隆区398号,24,86,129,98,3.7,2473,老字号,11:00-23:00,False,2019-04-05,1,106.5479248,29.5628317
137,渝中区老老火锅,,渝中区205号,1,73,120,88,4.1,3676,连锁,11:00-23:00,False,2014-07-24,1,106.6179756,29.5438209
138,九龙坡区地道火锅,5,九龙坡区237号,5,90,136,107,3.8,2182,连锁,9:00-23:00,False,2021-09-23,1,106.6178948,29.5269835
139,大足区重庆老火锅,3,大足区235号,17,115,170,126,3.5,4311,老字号,10:00-23:00,False,2013-08-17,1,106.5388849,29.5460528
140,巴南区老老火锅,7,巴南区398号,9,121,171,150,4.2,3926,老字号,9:00-23:00,False,2021-07-17,1,106.5999632,29.5572972
141,巫溪县地道火锅,9,巫溪县244号,32,97,174,125,4.0,2590,网红店,11:00-23:00,False,2011-03-06,1,106.5905456,29.6160801
142,九龙坡区重庆火锅,2,九龙坡区1号,5,118,161,134,4.7,814,连锁,00:00-24:00,True,2013-04-08,1,106.5514135,29.5474933
143,奉节县重庆老火锅,,奉节县170号,30,62,117,81,4.2,3546,老字号,11:00-23:00,False,2017-08-26,1,106.5957909,29.5480289
144,渝中区地道老火锅,10,渝中区248号,1,44,90,65,4.0,2188,社区店,9:00-23:00,False,2021-11-04,1,106.5704681,29.5226012
145,巴南区地道火锅,7,巴南区449号,9,83,137,101,3.7,4460,老字号,10:00-23:00,False,2020-07-26,1,106.5585378,29.550183
146,巴南区重庆老火锅,2,巴南区492号,9,56,112,80,4.4,624,社区店,10:00-23:00,False,2006-01-19,1,106.6013974,29.5755443
147,渝中区地道老火锅,,渝中区272号,1,90,158,109,4.7,4045,连锁,10:00-23:00,False,2015-11-04,1,106.609347,29.5981559
148,南岸区重庆老火锅,,南岸区213号,3,57,108,82,4.2,3197,社区店,10:00-23:00,False,2014-05-18,1,106.5353532,29.5578977
149,铜梁区重庆火锅,1,铜梁区180号,19,89,155,116,4.7,3839,老字号,10:00-23:00,False,2020-03-10,1,106.5844144,29.5322112
150,巫溪县地道老火锅,,巫溪县232号,32,121,197,151,4.1,4906,网红店,11:00-23:00,False,2015-01-01,1,106.5776581,29.574142
151,九龙坡区老火锅,8,九龙坡区174号,5,95,141,110,4.8,2640,连锁,9:00-23:00,False,2018-12-12,1,106.5477121,29.5541763
152,奉节县地道火锅,4,奉节县271号,30,103,157,121,3.7,1654,老字号,11:00-23:00,False,2025-03-28,1,106.5871493,29.536523
153,九龙坡区重庆老火锅,4,九龙坡区156号,5,134,184,152,4.6,4004,网红店,10:00-23:00,False,2023-01-01,1,106.5862468,29.5470363
154,荣昌区地道老火锅,9,荣昌区205号,21,88,129,109,3.8,239,老字号,11:00-23:00,False,2015-01-28,1,106.6253307,29.5680867
155,渝北区重庆火锅,9,渝北区402号,8,47,108,70,4.6,1863,社区店,11:00-23:00,False,2019-01-17,1,106.5665966,29.569437
156,九龙坡区老老火锅,,九龙坡区390号,5,72,136,88,4.4,2420,社区店,11:00-23:00,False,2020-12-31,1,106.5428567,29.536682
157,九龙坡区重庆老火锅,10,九龙坡区103号,5,215,265,229,3.7,2067,网红店,10:00-23:00,False,2013-03-04,1,106.5704353,29.5164585
158,南岸区重庆火锅,1,南岸区42号,3,68,135,92,3.6,3661,老字号,11:00-23:00,False,2020-01-31,1,106.5145085,29.5943383
159,彭水县地道火锅,4,彭水县222号,36,160,223,183,4.1,4969,网红店,10:00-23:00,False,2019-12-26,1,106.5087774,29.5826177
160,南岸区地道老火锅,,南岸区1号,3,99,152,123,3.5,1596,连锁,10:00-23:00,False,2012-10-29,1,106.4931192,29.6120668
161,沙坪坝区重庆老火锅,,沙坪坝区277号,4,122,195,150,3.8,2615,连锁,10:00-23:00,False,2017-08-14,1,106.5225743,29.5797257
162,江北区老老火锅,4,江北区420号,2,159,205,185,3.9,315,网红店,10:00-23:00,False,2012-05-01,1,106.5472685,29.5725258
163,梁平区老火锅,10,梁平区5号,23,36,101,61,3.7,628,社区店,9:00-23:00,False,2010-12-23,1,106.4978751,29.5851549
164,大渡口区老老火锅,10,大渡口区57号,6,111,166,123,4.8,1769,网红店,9:00-23:00,False,2025-03-27,1,106.6032617,29.5254823
165,巴南区地道火锅,3,巴南区113号,9,89,133,111,4.7,2562,连锁,10:00-23:00,False,2015-09-27,1,106.5404229,29.5137844
166,开州区地道火锅,2,开州区316号,22,48,112,75,4.2,1402,社区店,10:00-23:00,False,2024-03-27,1,106.4969191,29.6138755
167,沙坪坝区老火锅,,沙坪坝区338号,4,115,183,135,4.5,3096,连锁,10:00-23:00,False,2005-12-19,1,106.5046554,29.6048963
168,南岸区地道老火锅,,南岸区120号,3,107,161,133,4.2,75,老字号,9:00-23:00,False,2018-08-11,1,106.5296198,29.5607317
169,大足区地道火锅,8,大足区157号,17,62,124,85,4.1,312,社区店,11:00-23:00,False,2021-11-04,1,106.5601009,29.5424937
170,北碚区重庆老火锅,7,北碚区94号,7,113,158,123,4.5,2147,网红店,10:00-23:00,False,2010-10-27,1,106.6056791,29.5504423
171,江北区老老火锅,,江北区10号,2,103,150,117,3.5,1286,连锁,11:00-23:00,False,2009-04-27,1,106.5191975,29.5754062
172,南岸区地道老火锅,,南岸区247号,3,89,139,111,3.6,1947,老字号,00:00-24:00,True,2016-02-18,1,106.5399389,29.5584511
173,忠县地道老火锅,3,忠县486号,28,116,159,132,4.3,4567,网红店,9:00-23:00,False,2025-01-20,1,106.4872845,29.5506017
174,永川区地道火锅,,永川区208号,12,116,168,130,4.3,2452,连锁,9:00-23:00,False,2008-04-04,1,106.4699805,29.5659291
175,大渡口区重庆老火锅,10,大渡口区447号,6,75,133,93,4.0,681,老字号,10:00-23:00,False,2015-02-11,1,106.6096716,29.5025451
176,铜梁区老老火锅,9,铜梁区115号,19,48,115,75,4.3,624,社区店,10:00-23:00,False,2022-04-21,1,106.5912837,29.5754743
177,酉阳县老火锅,2,酉阳县256号,35,119,177,132,3.5,2466,连锁,11:00-23:00,False,2024-01-01,1,106.492049,29.5080045
178,巴南区老老火锅,3,巴南区326号,9,124,167,135,4.1,3399,连锁,9:00-23:00,False,2020-12-05,1,106.5426977,29.5435112
179,綦江区重庆老火锅,2,綦江区415号,16,117,161,139,4.4,1540,老字号,10:00-23:00,False,2007-10-18,1,106.5100764,29.5686729
180,江北区地道老火锅,,江北区19号,2,67,133,91,4.5,89,老字号,9:00-23:00,False,2017-12-13,1,106.5693249,29.5606694
181,大足区老火锅,4,大足区153号,17,188,239,201,4.5,2304,网红店,11:00-23:00,False,2013-02-02,1,106.5222829,29.5444769
182,大渡口区老火锅,4,大渡口区175号,6,112,165,127,4.1,4816,老字号,10:00-23:00,False,2010-03-20,1,106.5652187,29.5011786
183,渝北区重庆火锅,3,渝北区50号,8,175,238,197,4.2,3183,网红店,9:00-23:00,False,2018-06-18,1,106.5243412,29.5346042
184,沙坪坝区老火锅,4,沙坪坝区23号,4,108,167,131,3.8,3634,连锁,9:00-23:00,False,2011-07-29,1,106.5105739,29.5916059
185,云阳县地道火锅,5,云阳县189号,29,139,184,156,3.5,3065,网红店,9:00-23:00,False,2023-09-05,1,106.6135264,29.518091
186,巴南区重庆老火锅,2,巴南区330号,9,113,179,138,4.7,2169,老字号,11:00-23:00,False,2008-12-20,1,106.5347385,29.5149207
187,北碚区地道火锅,7,北碚区190号,7,116,182,143,3.6,2741,网红店,9:00-23:00,False,2025-04-08,1,106.5339826,29.5459785
188,巴南区地道老火锅,,巴南区190号,9,90,148,119,3.9,3452,老字号,11:00-23:00,False,2014-10-07,1,106.5245663,29.5041383
189,北碚区重庆老火锅,,北碚区411号,7,44,88,63,4.3,1172,社区店,9:00-23:00,False,2021-06-03,1,106.5439875,29.5445356
190,秀山县地道老火锅,,秀山县479号,34,233,271,247,3.8,3266,网红店,9:00-23:00,False,2019-01-06,1,106.494115,29.5663366
191,永川区地道火锅,4,永川区229号,12,97,162,127,3.5,2717,老字号,9:00-23:00,False,2020-08-18,1,106.54522,29.5820257
192,大足区地道老火锅,,大足区265号,17,116,151,126,3.8,4663,连锁,11:00-23:00,False,2015-09-24,1,106.5292421,29.5660712
193,南岸区老老火锅,5,南岸区9号,3,62,111,87,3.6,3467,连锁,9:00-23:00,False,2021-01-30,1,106.5211728,29.5659588
